Ticker;DOGE-USD;BTC-USD;ETH-USD;XRP-USD
03.01.2021;0.009771;32782.02344;975.5076904;0.225848004
04.01.2021;0.009767;31971.91406;1040.233032;0.236677006
05.01.2021;0.00992;33992.42969;1100.006104;0.226750001
06.01.2021;0.010465;36824.36328;1207.112183;0.250894994
07.01.2021;0.009742;39371.04297;1225.678101;0.326002002
08.01.2021;0.009846;40797.60938;1224.197144;0.323229998
09.01.2021;0.010194;40254.54688;1281.077271;0.326916009
10.01.2021;0.00986;38356.44141;1262.246704;0.31833601
11.01.2021;0.008835;35566.65625;1090.145386;0.288904995
12.01.2021;0.008063;33922.96094;1043.43457;0.29212299
13.01.2021;0.008616;37316.35938;1130.73938;0.30557999
14.01.2021;0.009397;39187.32813;1218.453003;0.295437992
15.01.2021;0.009369;36825.36719;1171.834595;0.280405998
16.01.2021;0.009265;36178.14063;1233.537598;0.280187994
17.01.2021;0.009067;35791.27734;1230.172241;0.277384013
18.01.2021;0.009171;36630.07422;1257.279541;0.284768999
19.01.2021;0.009098;36069.80469;1377.295898;0.294313997
20.01.2021;0.00906;35547.75;1382.274048;0.296517998
21.01.2021;0.008166;30825.69922;1121.570923;0.268945992
22.01.2021;0.008524;33005.76172;1236.512207;0.272798985
23.01.2021;0.008579;32067.64258;1230.990601;0.271820992
24.01.2021;0.008727;32289.37891;1391.609375;0.273508996
25.01.2021;0.008383;32366.39258;1324.414795;0.269089013
26.01.2021;0.008255;32569.84961;1357.058105;0.268826991
27.01.2021;0.007482;30432.54688;1253.187134;0.251942992
28.01.2021;0.034084;33466.09766;1332.492188;0.264122009
29.01.2021;0.047162;34316.38672;1382.522827;0.282187998
30.01.2021;0.028176;34269.52344;1376.115479;0.440243989
31.01.2021;0.037195999;33114.35938;1314.986206;0.492314011
01.02.2021;0.034875002;33537.17578;1369.040527;0.371508986
02.02.2021;0.031520002;35510.28906;1515.193726;0.369269997
03.02.2021;0.03712;37472.08984;1660.909546;0.393489987
04.02.2021;0.053289;36926.06641;1594.762695;0.446449012
05.02.2021;0.046935;38144.30859;1718.650879;0.450046986
06.02.2021;0.057595;39266.01172;1677.846802;0.439096004
07.02.2021;0.078782;38903.44141;1614.227783;0.417957991
08.02.2021;0.078824997;46196.46484;1746.616821;0.447701991
09.02.2021;0.070069999;46481.10547;1768.035034;0.471991003
10.02.2021;0.072896004;44918.18359;1744.243408;0.503445029
11.02.2021;0.069675997;47909.33203;1783.797974;0.524787009
12.02.2021;0.070069;47504.85156;1843.532593;0.608591974
13.02.2021;0.06645;47105.51563;1814.109863;0.628996015
14.02.2021;0.062537;48717.28906;1805.084106;0.594192982
15.02.2021;0.056591;47945.05859;1779.791016;0.548915029
16.02.2021;0.053520001;49199.87109;1781.067505;0.520846009
17.02.2021;0.049376;52149.00781;1848.458252;0.535537004
18.02.2021;0.059540998;51679.79688;1937.449219;0.532432973
19.02.2021;0.055139001;55888.13281;1960.164795;0.567018986
20.02.2021;0.054384001;56099.51953;1919.534058;0.517512023
21.02.2021;0.055980001;57539.94531;1935.601074;0.548560023
22.02.2021;0.053725;54207.32031;1781.99292;0.571740985
23.02.2021;0.047392;48824.42578;1570.203979;0.473562986
24.02.2021;0.056554999;49705.33203;1626.575684;0.471832007
25.02.2021;0.050167002;47093.85156;1475.703735;0.434524
26.02.2021;0.050480001;46339.76172;1446.033691;0.427899987
27.02.2021;0.050083;46188.45313;1459.973145;0.43780899
28.02.2021;0.048052002;45137.76953;1416.04895;0.414952993
01.03.2021;0.050599001;49631.24219;1564.707642;0.447243989
02.03.2021;0.050262;48378.98828;1492.608765;0.436836988
03.03.2021;0.050592002;50538.24219;1575.853149;0.450278997
04.03.2021;0.050048001;48561.16797;1541.914307;0.486604989
05.03.2021;0.049609002;48927.30469;1533.275024;0.458119005
06.03.2021;0.050983999;48912.38281;1654.741577;0.46510601
07.03.2021;0.052122001;51206.69141;1723.153809;0.466867
08.03.2021;0.061949;52246.52344;1834.727905;0.47359699
09.03.2021;0.057998002;54824.11719;1868.048828;0.485987991
10.03.2021;0.056003999;56008.55078;1799.16626;0.463165998
11.03.2021;0.055918001;57805.12109;1826.194946;0.452960014
12.03.2021;0.055349;57332.08984;1772.102417;0.441130996
13.03.2021;0.062431999;61243.08594;1924.685425;0.459924012
14.03.2021;0.058591999;59302.31641;1854.564331;0.442111999
15.03.2021;0.057087999;55907.19922;1791.702271;0.437554985
16.03.2021;0.058607001;56804.90234;1806.971802;0.462599993
17.03.2021;0.057652999;58870.89453;1823.449341;0.472416997
18.03.2021;0.057383001;57858.92188;1782.855103;0.472918987
19.03.2021;0.058327999;58346.65234;1817.624146;0.471170992
20.03.2021;0.058961;58313.64453;1812.634644;0.52699101
21.03.2021;0.057234;57523.42188;1788.217041;0.519834995
22.03.2021;0.054962002;54529.14453;1691.333984;0.549942017
23.03.2021;0.053555999;54738.94531;1678.650146;0.556595027
24.03.2021;0.051702;52774.26563;1593.413452;0.488837004
25.03.2021;0.051447999;51704.16016;1595.359253;0.517498016
26.03.2021;0.053952001;55137.3125;1702.842041;0.567054987
27.03.2021;0.054377001;55973.51172;1716.494629;0.550442994
28.03.2021;0.053698;55950.74609;1691.355957;0.550755978
29.03.2021;0.054051999;57750.19922;1819.684937;0.567870975
30.03.2021;0.0539;58917.69141;1846.033691;0.566859007
31.03.2021;0.053656999;58918.83203;1918.362061;0.57386899
01.04.2021;0.061985999;59095.80859;1977.276855;0.579291999
02.04.2021;0.057663999;59384.3125;2143.225586;0.616568983
03.04.2021;0.055803999;57603.89063;2028.422485;0.590915024
04.04.2021;0.057404;58758.55469;2093.122803;0.646728992
05.04.2021;0.059696;59057.87891;2107.887207;0.92047298
06.04.2021;0.064457998;58192.35938;2118.378906;1.096266031
07.04.2021;0.059028;56048.9375;1971.077271;0.917576015
08.04.2021;0.061464;58323.95313;2088.57373;1.052755952
09.04.2021;0.061684001;58245.00391;2072.108887;1.020836949
10.04.2021;0.063845001;59793.23438;2135.942139;1.374415994
11.04.2021;0.074648999;60204.96484;2157.656982;1.360530019
12.04.2021;0.070767;59893.45313;2139.353271;1.467735052
13.04.2021;0.093445003;63503.45703;2299.187744;1.794000983
14.04.2021;0.121517003;63109.69531;2435.10498;1.839236021
15.04.2021;0.182207003;63314.01172;2519.116211;1.766067028
16.04.2021;0.365869999;61572.78906;2431.946533;1.557526946
17.04.2021;0.284173012;60683.82031;2344.89502;1.560055017
18.04.2021;0.320475012;56216.18359;2237.136963;1.405997992
19.04.2021;0.407317996;55724.26563;2166.188721;1.315044045
20.04.2021;0.319499999;56473.03125;2330.210938;1.383298993
21.04.2021;0.306924999;53906.08984;2364.751709;1.296497941
22.04.2021;0.260966986;51762.27344;2403.535156;1.159682035
23.04.2021;0.248509005;51093.65234;2363.586182;1.169659972
24.04.2021;0.270211995;50050.86719;2211.625732;1.048706055
25.04.2021;0.251111001;49004.25391;2316.05957;1.032256007
26.04.2021;0.27067399;54021.75391;2534.481689;1.368505955
27.04.2021;0.272188008;55033.11719;2662.865234;1.400954962
28.04.2021;0.32368201;54824.70313;2746.380127;1.358600974
29.04.2021;0.305168986;53555.10938;2756.876953;1.399359941
30.04.2021;0.337561011;57750.17578;2773.207031;1.59167397
01.05.2021;0.392987013;57828.05078;2945.892822;1.651025057
02.05.2021;0.376046002;56631.07813;2952.056152;1.562641025
03.05.2021;0.441706985;57200.29297;3431.086182;1.555994987
04.05.2021;0.541333973;53333.53906;3253.629395;1.392375946
05.05.2021;0.657633007;57424.00781;3522.783203;1.614511967
06.05.2021;0.58080399;56396.51563;3490.880371;1.60058105
07.05.2021;0.684777021;57356.40234;3484.729004;1.581755042
08.05.2021;0.636439025;58803.77734;3902.647705;1.56259799
09.05.2021;0.570070028;58232.31641;3928.844727;1.535292983
10.05.2021;0.449963987;55859.79688;3952.293945;1.389006019
11.05.2021;0.495231003;56704.57422;4168.701172;1.477681994
12.05.2021;0.385376006;49150.53516;3785.848633;1.247864008
13.05.2021;0.490373999;49716.19141;3715.148438;1.358909965
14.05.2021;0.559603989;49880.53516;4079.057373;1.402917027
15.05.2021;0.507972002;46760.1875;3638.12207;1.485880017
16.05.2021;0.514895022;46456.05859;3587.506104;1.452605963
17.05.2021;0.487892002;43537.51172;3282.397705;1.496299982
18.05.2021;0.476114988;42909.40234;3380.070068;1.590734005
19.05.2021;0.333122998;37002.44141;2460.679199;1.070312977
20.05.2021;0.400193989;40782.73828;2784.294189;1.185536981
21.05.2021;0.359382004;37304.69141;2430.621338;1.006976008
22.05.2021;0.342370987;37536.63281;2295.705566;0.906316996
23.05.2021;0.308070987;34770.58203;2109.579834;0.797015011
24.05.2021;0.366162002;38705.98047;2643.591064;0.992834985
25.05.2021;0.346302003;38402.22266;2706.628906;0.976186991
26.05.2021;0.353693008;39294.19922;2888.69873;1.033725023
27.05.2021;0.332944989;38436.96875;2736.488525;0.97023499
28.05.2021;0.311205;35697.60547;2419.90625;0.900147974
29.05.2021;0.303110003;34616.06641;2279.51416;0.831788003
30.05.2021;0.30222401;35678.12891;2390.30542;0.906608999
31.05.2021;0.325809985;37332.85547;2714.945313;1.04658401
01.06.2021;0.370077014;36684.92578;2633.518311;1.011000991
02.06.2021;0.423373997;37575.17969;2706.125;1.024399996
03.06.2021;0.399962991;39208.76563;2855.126465;1.045320988
04.06.2021;0.376323014;36894.40625;2688.195068;0.970196009
05.06.2021;0.372177005;35551.95703;2630.576904;0.923286021
06.06.2021;0.371807009;35862.37891;2715.092773;0.945285976
07.06.2021;0.331050009;33560.70703;2590.263184;0.861154974
08.06.2021;0.327686995;33472.63281;2517.438721;0.875787973
09.06.2021;0.343331009;37345.12109;2608.26709;0.920033991
10.06.2021;0.326350987;36702.59766;2471.518555;0.869181991
11.06.2021;0.319359004;37334.39844;2353.768799;0.848450005
12.06.2021;0.312083989;35552.51563;2372.484375;0.832683027
13.06.2021;0.324382007;39097.85938;2508.391602;0.883159995
14.06.2021;0.332085013;40218.47656;2537.891113;0.89289701
15.06.2021;0.328381002;40406.26953;2610.936768;0.889800012
16.06.2021;0.307761014;38347.0625;2367.663574;0.831907988
17.06.2021;0.306495994;38053.50391;2372.001953;0.841437995
18.06.2021;0.293471992;35787.24609;2231.733154;0.797648013
19.06.2021;0.287355989;35615.87109;2178.499023;0.761672974
20.06.2021;0.280900002;35698.29688;2246.364502;0.776377022
21.06.2021;0.178691;31676.69336;1888.44751;0.610387981
22.06.2021;0.191030994;32505.66016;1874.950073;0.545067012
23.06.2021;0.232173994;33723.02734;1989.736328;0.626534998
24.06.2021;0.262782007;34662.4375;1988.456299;0.671999991
25.06.2021;0.239152998;31637.7793;1813.217285;0.613322973
26.06.2021;0.244783998;32186.27734;1829.239258;0.615435004
27.06.2021;0.264450014;34649.64453;1978.894653;0.646923006
28.06.2021;0.256857008;34434.33594;2079.657471;0.643746018
29.06.2021;0.262769014;35867.77734;2160.768311;0.701725006
30.06.2021;0.254215002;35040.83594;2274.547607;0.70637399
01.07.2021;0.244549006;33572.11719;2113.605469;0.661180019
02.07.2021;0.245263994;33897.04688;2150.040283;0.656763017
03.07.2021;0.246410996;34668.54688;2226.114258;0.672887981
04.07.2021;0.246482998;35287.78125;2321.724121;0.694944978
05.07.2021;0.231613994;33746.00391;2198.58252;0.654299974
06.07.2021;0.234421998;34235.19531;2324.679443;0.665401995
07.07.2021;0.224125996;33855.32813;2315.161865;0.651575029
08.07.2021;0.207597002;32877.37109;2120.026367;0.623058021
09.07.2021;0.219863996;33798.01172;2146.692383;0.636803985
10.07.2021;0.213919997;33520.51953;2111.403564;0.625463009
11.07.2021;0.215856001;34240.1875;2139.664795;0.635935009
12.07.2021;0.208048001;33155.84766;2036.721069;0.630177975
13.07.2021;0.200002998;32702.02539;1940.083984;0.619522989
14.07.2021;0.197323993;32822.34766;1994.331299;0.620324016
15.07.2021;0.184888005;31780.73047;1911.175659;0.596940994
16.07.2021;0.172344998;31421.53906;1880.382935;0.590774
17.07.2021;0.186124995;31533.06836;1898.825195;0.582427979
18.07.2021;0.182233006;31796.81055;1895.552124;0.587921977
19.07.2021;0.173556;30817.83203;1817.296631;0.557555974
20.07.2021;0.170800999;29807.34766;1787.510742;0.529335976
21.07.2021;0.190348998;32110.69336;1990.970825;0.569998026
22.07.2021;0.191303;32313.10547;2025.202759;0.592206001
23.07.2021;0.194764003;33581.55078;2124.776611;0.609224021
24.07.2021;0.197319001;34292.44531;2189.21875;0.609826982
25.07.2021;0.197863996;35350.1875;2191.373779;0.606356978
26.07.2021;0.204419002;37337.53516;2233.366699;0.625617981
27.07.2021;0.205899;39406.94141;2298.333496;0.644604027
28.07.2021;0.205392003;39995.90625;2296.54541;0.725444973
29.07.2021;0.204619005;40008.42188;2380.956787;0.748017013
30.07.2021;0.208820999;42235.54688;2466.961426;0.752119005
31.07.2021;0.208314002;41626.19531;2536.209961;0.747785985
01.08.2021;0.204437003;39974.89453;2561.852051;0.725921988
02.08.2021;0.203600004;39201.94531;2610.15332;0.739220023
03.08.2021;0.195967004;38152.98047;2502.349609;0.712728977
04.08.2021;0.20149;39747.50391;2724.619873;0.730488002
05.08.2021;0.200974002;40869.55469;2827.328857;0.733151019
06.08.2021;0.204687998;42816.5;2890.94165;0.746513009
07.08.2021;0.260340989;44555.80078;3157.23877;0.816281021
08.08.2021;0.240044996;43798.11719;3013.732666;0.778738976
09.08.2021;0.256897002;46365.40234;3167.856201;0.818552971
10.08.2021;0.257324994;45585.03125;3141.691162;0.851247013
11.08.2021;0.265262991;45593.63672;3164.245117;1.012524009
12.08.2021;0.263920993;44428.28906;3043.414307;0.964549005
13.08.2021;0.286808014;47793.32031;3322.21167;1.089959979
14.08.2021;0.293112993;47096.94531;3265.443359;1.280411959
15.08.2021;0.341441005;47047.00391;3310.50415;1.288159966
16.08.2021;0.32071501;46004.48438;3156.509521;1.190992951
17.08.2021;0.299441993;44695.35938;3014.845947;1.09819901
18.08.2021;0.303739011;44801.1875;3020.089844;1.146096945
19.08.2021;0.317144006;46717.57813;3182.702148;1.232841969
20.08.2021;0.327490985;49339.17578;3286.935303;1.263221979
21.08.2021;0.316796988;48905.49219;3226.083984;1.216472983
22.08.2021;0.314963013;49321.65234;3242.115479;1.227722049
23.08.2021;0.317914009;49546.14844;3319.257324;1.247269988
24.08.2021;0.288738996;47706.11719;3172.456299;1.13735199
25.08.2021;0.292225987;48960.78906;3224.915283;1.172528982
26.08.2021;0.268909007;46942.21875;3100.325439;1.075266004
27.08.2021;0.294432998;49058.66797;3270.60083;1.188472986
28.08.2021;0.285629004;48902.40234;3244.40332;1.145504951
29.08.2021;0.281125009;48829.83203;3227.002686;1.140831947
30.08.2021;0.272125006;47054.98438;3224.374268;1.101434946
31.08.2021;0.278452992;47166.6875;3433.732666;1.187592983
01.09.2021;0.29440099;48847.02734;3834.828125;1.23488903
02.09.2021;0.295955002;49327.72266;3790.98999;1.256324053
03.09.2021;0.296272993;50025.375;3940.614746;1.291435003
04.09.2021;0.299387991;49944.625;3887.828369;1.255779028
05.09.2021;0.314527005;51753.41016;3952.133545;1.305498004
06.09.2021;0.308764994;52633.53516;3928.379395;1.389412999
07.09.2021;0.253744006;46811.12891;3426.394287;1.125098944
08.09.2021;0.25711301;46091.39063;3497.315186;1.100720048
09.09.2021;0.252595991;46391.42188;3427.340088;1.089401007
10.09.2021;0.239981994;44883.91016;3211.505859;1.057266951
11.09.2021;0.241431996;45201.45703;3270.278076;1.079905987
12.09.2021;0.250616997;46063.26953;3410.134521;1.119636059
13.09.2021;0.235906005;44963.07422;3285.511719;1.064677954
14.09.2021;0.240709007;47092.49219;3429.169678;1.096573949
15.09.2021;0.247696996;48176.34766;3615.282715;1.12135303
16.09.2021;0.242555007;47783.35938;3571.294922;1.091498017
17.09.2021;0.239930004;47267.51953;3398.538818;1.065598011
18.09.2021;0.241385996;48278.36328;3432.018311;1.075667977
19.09.2021;0.233142003;47260.21875;3329.447998;1.048428059
20.09.2021;0.207071006;42843.80078;2958.993408;0.917151988
21.09.2021;0.201027006;40693.67578;2764.431152;0.876329005
22.09.2021;0.224858001;43574.50781;3077.86792;1.004076004
23.09.2021;0.224831998;44895.09766;3155.523682;1.002040029
24.09.2021;0.209451005;42839.75;2931.669189;0.945923984
25.09.2021;0.208639994;42716.59375;2925.565674;0.941341996
26.09.2021;0.204962;43208.53906;3062.265381;0.944720984
27.09.2021;0.200261995;42235.73047;2934.138916;0.923685014
28.09.2021;0.196804002;41034.54297;2807.296631;0.893688977
29.09.2021;0.198875993;41564.36328;2853.143311;0.928349018
30.09.2021;0.204244003;43790.89453;3001.678955;0.952636003
01.10.2021;0.223010004;48116.94141;3307.516113;1.042623997
02.10.2021;0.219133005;47711.48828;3391.694336;1.038674951
03.10.2021;0.221747994;48199.95313;3418.358643;1.055170059
04.10.2021;0.240851998;49112.90234;3380.089111;1.043004036
05.10.2021;0.252016008;51514.8125;3518.518555;1.085502982
06.10.2021;0.255133986;55361.44922;3580.562012;1.077656031
07.10.2021;0.242923006;53805.98438;3587.974854;1.068025947
08.10.2021;0.243851006;53967.84766;3563.759277;1.062891006
09.10.2021;0.246595994;54968.22266;3575.716797;1.159926057
10.10.2021;0.229804993;54771.57813;3425.852783;1.138453007
11.10.2021;0.231502995;57484.78906;3545.354004;1.137887955
12.10.2021;0.226242006;56041.05859;3492.573242;1.101858974
13.10.2021;0.232572004;57401.09766;3606.20166;1.128391981
14.10.2021;0.232272997;57321.52344;3786.01416;1.132315993
15.10.2021;0.233781993;61593.94922;3862.634766;1.140550017
16.10.2021;0.237292007;60892.17969;3830.38208;1.135095954
17.10.2021;0.237898007;61553.61719;3847.104492;1.093467951
18.10.2021;0.247281;62026.07813;3748.760254;1.083842039
19.10.2021;0.245787993;64261.99219;3877.650879;1.092079997
20.10.2021;0.254092991;65992.83594;4155.992188;1.142328024
21.10.2021;0.242391005;62210.17188;4054.322754;1.089315057
22.10.2021;0.244221002;60692.26563;3970.181885;1.088374019
23.10.2021;0.251733005;61393.61719;4171.663574;1.094496965
24.10.2021;0.277047992;60930.83594;4087.903076;1.084282994
25.10.2021;0.264706999;63039.82422;4217.876953;1.095157981
26.10.2021;0.255732;60363.79297;4131.102051;1.108093023
27.10.2021;0.237690002;58482.38672;3930.257324;0.995451987
28.10.2021;0.300446987;60622.13672;4287.318848;1.058820009
29.10.2021;0.287853003;62227.96484;4414.746582;1.081503034
30.10.2021;0.268344998;61888.83203;4325.650391;1.08394897
31.10.2021;0.280243993;61318.95703;4288.074219;1.113247037
01.11.2021;0.271728009;61004.40625;4324.626953;1.092867017
02.11.2021;0.273120999;63226.40234;4584.798828;1.136196017
03.11.2021;0.269407004;62970.04688;4607.193848;1.208796024
04.11.2021;0.263280004;61452.23047;4537.324219;1.202003002
05.11.2021;0.261465013;61125.67578;4486.243164;1.161532998
06.11.2021;0.261898011;61527.48047;4521.581055;1.152454019
07.11.2021;0.266315013;63326.98828;4620.554688;1.217533946
08.11.2021;0.282359004;67566.82813;4812.087402;1.282377005
09.11.2021;0.273526013;66971.82813;4735.068848;1.258929968
10.11.2021;0.255708992;64995.23047;4636.174316;1.193372965
11.11.2021;0.26116699;64949.96094;4730.384277;1.218364
12.11.2021;0.259413987;64155.94141;4667.115234;1.189355016
13.11.2021;0.261705995;64469.52734;4651.460449;1.191938043
14.11.2021;0.262912005;65466.83984;4626.358887;1.188596964
15.11.2021;0.256529003;63557.87109;4557.503906;1.171370983
16.11.2021;0.237249002;60161.24609;4216.365234;1.090934038
17.11.2021;0.237487003;60368.01172;4287.59375;1.096290946
18.11.2021;0.221383005;56942.13672;4000.650879;1.041954041
19.11.2021;0.233109996;58119.57813;4298.306641;1.091492057
20.11.2021;0.233024001;59697.19531;4409.931152;1.097645998
21.11.2021;0.226328;58730.47656;4269.73291;1.060173035
22.11.2021;0.219676003;56289.28906;4088.457764;1.036622047
23.11.2021;0.226512;57569.07422;4340.763672;1.067057014
24.11.2021;0.221825004;56280.42578;4239.981445;1.042075038
25.11.2021;0.216325998;57274.67969;4274.743164;1.031888008
26.11.2021;0.200886995;53569.76563;4030.908936;0.936349988
27.11.2021;0.205347002;54815.07813;4096.912109;0.947157979
28.11.2021;0.207471997;57248.45703;4294.453613;0.968751013
29.11.2021;0.215175003;57806.56641;4445.10498;0.991961002
30.11.2021;0.214715004;57005.42578;4631.479004;0.998754025
01.12.2021;0.209487006;57229.82813;4586.990234;0.990930021
02.12.2021;0.209726006;56477.81641;4511.302246;0.972311974
03.12.2021;0.199992999;53598.24609;4220.706055;0.922244012
04.12.2021;0.178853005;49200.70313;4119.587402;0.847028971
05.12.2021;0.171255007;49368.84766;4198.322754;0.805594981
06.12.2021;0.178399995;50582.625;4358.737305;0.828288019
07.12.2021;0.176805004;50700.08594;4315.061523;0.818588018
08.12.2021;0.179150999;50504.79688;4439.35791;0.863306999
09.12.2021;0.169484004;47672.12109;4119.815918;0.861271977
10.12.2021;0.164422005;47243.30469;3908.496094;0.801096976
11.12.2021;0.169018999;49362.50781;4084.452393;0.839312971
12.12.2021;0.169891;50098.33594;4134.453125;0.841323972
13.12.2021;0.157564998;46737.48047;3784.226807;0.782894015
14.12.2021;0.180157006;46612.63281;3745.44043;0.796248972
15.12.2021;0.181081995;48896.72266;4018.388672;0.827431023
16.12.2021;0.173454002;47665.42578;3962.469727;0.806230009
17.12.2021;0.169009998;46202.14453;3879.486572;0.799291015
18.12.2021;0.172399998;46848.77734;3960.860107;0.827378988
19.12.2021;0.169576004;46707.01563;3922.592529;0.835033
20.12.2021;0.167321995;46880.27734;3933.844482;0.879827976
21.12.2021;0.171175003;48936.61328;4020.26001;0.947646022
22.12.2021;0.173214003;48628.51172;3982.099609;0.95469898
23.12.2021;0.184489995;50784.53906;4108.015625;0.993285
24.12.2021;0.186621994;50822.19531;4047.98291;0.912047029
25.12.2021;0.190657005;50429.85938;4093.281006;0.924818993
26.12.2021;0.190019995;50809.51563;4067.328125;0.92118001
27.12.2021;0.187704995;50640.41797;4037.547607;0.926183999
28.12.2021;0.174116999;47588.85547;3800.893066;0.852959991
29.12.2021;0.167765006;46444.71094;3628.531738;0.816713989
30.12.2021;0.171313003;47178.125;3713.852051;0.839649022
31.12.2021;0.170496002;46306.44531;3682.632813;0.831162989
01.01.2022;0.173034996;47686.8125;3769.697021;0.849471986
02.01.2022;0.174402997;47345.21875;3829.564941;0.859117985
03.01.2022;0.170087993;46458.11719;3761.380371;0.832885027
04.01.2022;0.168803006;45897.57422;3794.056641;0.824672997
05.01.2022;0.159419999;43569.00391;3550.386963;0.774357975
06.01.2022;0.160212994;43160.92969;3418.408203;0.781346023
07.01.2022;0.155022994;41557.90234;3193.210449;0.763073981
08.01.2022;0.151953995;41733.94141;3091.972656;0.747687995
09.01.2022;0.151065007;41911.60156;3157.751465;0.754504979
10.01.2022;0.143359005;41821.26172;3083.0979;0.739335001
11.01.2022;0.153399006;42735.85547;3238.111572;0.770554006
12.01.2022;0.161651999;43949.10156;3372.258301;0.79954797
13.01.2022;0.172042996;42591.57031;3248.288574;0.768328011
14.01.2022;0.183549002;43099.69922;3310.001465;0.774296999
15.01.2022;0.185102999;43177.39844;3330.530762;0.781422973
16.01.2022;0.177175999;43113.87891;3350.921875;0.778954029
17.01.2022;0.171145007;42250.55078;3212.304932;0.762741983
18.01.2022;0.165484995;42375.63281;3164.025146;0.752631009
19.01.2022;0.162356004;41744.32813;3095.825928;0.739749014
20.01.2022;0.155203998;40680.41797;3001.120117;0.719421029
21.01.2022;0.142639995;36457.31641;2557.931641;0.635738015
22.01.2022;0.132891998;35030.25;2405.181152;0.596041977
23.01.2022;0.141863003;36276.80469;2535.039063;0.628755987
24.01.2022;0.137797996;36654.32813;2440.352295;0.612138987
25.01.2022;0.143049002;36954.00391;2455.935059;0.617563009
26.01.2022;0.143788993;36852.12109;2468.030273;0.622071981
27.01.2022;0.141247004;37138.23438;2423.001221;0.608770013
28.01.2022;0.141655996;37784.33203;2547.092041;0.612511992
29.01.2022;0.143056005;38138.17969;2597.084717;0.616935015
30.01.2022;0.139470994;37917.60156;2603.466553;0.603181005
31.01.2022;0.141804993;38483.125;2688.278809;0.619149029
01.02.2022;0.142630994;38743.27344;2792.117188;0.629233003
02.02.2022;0.137235001;36952.98438;2682.854004;0.601482987
03.02.2022;0.137540996;37154.60156;2679.162598;0.607684016
04.02.2022;0.147503003;41500.875;2983.586914;0.655876994
05.02.2022;0.147140995;41441.16406;3014.648193;0.667127013
06.02.2022;0.15377;42412.43359;3057.476074;0.683646977
07.02.2022;0.165577993;43840.28516;3142.470703;0.82781899
08.02.2022;0.158405006;44118.44531;3122.608643;0.878193974
09.02.2022;0.159123003;44338.79688;3239.457031;0.870626986
10.02.2022;0.151888996;43565.11328;3077.482178;0.830009997
11.02.2022;0.144847006;42407.9375;2927.383545;0.760226011
12.02.2022;0.144405007;42244.46875;2917.362793;0.82240802
13.02.2022;0.148947999;42197.51563;2883.463379;0.810272992
14.02.2022;0.146002993;42586.91797;2933.479004;0.80221802
15.02.2022;0.151760995;44575.20313;3179.877197;0.852333009
16.02.2022;0.149094999;43961.85938;3127.830078;0.839035988
17.02.2022;0.138551995;40538.01172;2881.481934;0.767172992
18.02.2022;0.138768002;40030.97656;2785.727539;0.785889983
